"NAME","ADDR 1","City","State","Zip","Phone#"
"ON STAGE DANCE SUPPLY","206 SOUTH MUSKOGEE","TAHLEQUAH","OK",74464,(918) 772-0200
"ON STAGE OF NEW YORK","197 MADISON AVE","NEW YORK","NY",10016,(212) 725-1174
"ON YOUR TOES","11401 N. 56TH ST. #8","TEMPLE TERRACE","FL",33617,(813) 989-1286
"ON YOUR TOES","474 LOWELL STREET","PEABODY","MA",01960,(978) 536-7077
"ON YOUR TOES DANCEWEAR","2090 HYLAN BLVD.","STATEN ISLAND","NY",10306,(718) 980-4880
"ONCE UPON A TIME","12 UNION STREET","CONCORD","NC",28025,(704) 723-4099
"ONCE UPON A TIME BOUTIQUE","503 SPINEY LANE STE 2","LONDON","KY",40741,(606) 330-0980
"ONE SMALL STEP","7919 JERICHO TPKE","WOODBURY","NY",11797,(516) 682-8133
"ONSTAGE DANCEWEAR","4168 SO. 1785 WEST","TAYLORSVILLE","UT",84129,(801) 968-3139
"OOH LA SHOPPE","1 GROVE STREET","ROSELYN HARBOR","NY",11575,(516) 801-2700
"OOPSIE DAISY LLC","3 BENTBROOK LANE","SANDY","UT",84092,(801) 674-0186
"OPENING NIGHT","3159 W. CENTRAL AVE.","TOLEDO","OH",43606,(419) 536-3202
"OPENING NIGHT","6371 SAWMILL ROAD","DUBLIN","OH",43017,(614) 764-0033
"ORDER MY STEPS DANCEWEAR","1848 WEST 95TH STREET","CHICAGO","IL",60643,(773) 238-4604
"OVER THE MOON","617 VALLEY ROAD","UPPER MONTCLAIR","NJ",07043,(973) 746-1728
"PACIFIC DANCEWEAR","4880 IRVINE BLVD #101","IRVINE","CA",92620,(714) 731-1108
"PALM VALLEY GYMNASTICS & DANCE, INC.","3204 WEST WILSON ROAD","HARLINGEN","TX",78552,(956) 423-6488
"PAMPO'S DANCE EMPORIUM","7350 JEFFERSON HWY SUITE 480","BATON ROUGE","LA",70806,(225) 927-0393
"PANSY'S","3905 WAYNE AVE","WICHITA FALLS","TX",76308,(940) 696-5513
"PAPRIKA","392 CENTRAL AVENUE","LAWRENCE","NY",11559,(718) 614-9039
"PARK CITY DANCE","6554 N. CREEKSIDE LANE","PARK CITY","UT",84098,(435) 640-2599
"PAS DE CHAT","107 E. MAIN ST.","NEW HOLLAND","PA",17557,(717) 354-2521
"PAS DE DEUX DANCE OUTFITTERS","5853 KANAN ROAD","AGOURA HILLS","CA",91301,(818) 707-1425
"PASHLEY","169 MAIN STREET","COLD SPRING HARBOR","NY",11724,(631) 367-8737
"PAT'S DANCEWEAR","105 SOUTH MAIN STREET","BOUNTIFUL","UT",84010,(801) 292-7287
"PAULA HANSON","1827 WESTCLIFF DRIVE","NEWPORT BEACH","CA",92660,(949) 515-3811
"PAULYNS DANCE STUDIO","300 NORFOLK AVE","NORFOLK","NE",68701,(402) 371-0718
"PEEK A BOO CHILDREN'S BOUTIQUE","133 NEW DORP LANE","STATEN ISLAND","NY",10306,(718) 668-9000
"PEEK...AREN'T YOU CURIOUS","425 SECOND STREET, SUITE 405","SAN FRANCISCO","CA",94107,(877) 887-7335
"PENNY-ROBIN DANCEWEAR","2600 W. MAIN ST.","LITTLETON","CO",80120,(303) 795-1873
"PERCHANCE KIDS","3512 NORTH SOUTHPORT AVE","CHICAGO","IL",60657,(773) 244-1300
"PERFORMANCE DANCEWEAR","617 QUEENS HIGHWAY","CARLSBAD","NM",88220,(575) 628-0200
"PERFORMANCE DANCEWEAR","1108 WEST PIERCE","CARLSBAD","NM","88220",(575) 628-0200
"PERFORMANCE INC.","2951 ARTHUR KILL ROAD","STATEN ISLAND","NY",10309,(718) 966-7666
"PERFORMANCE WEAR INC","1116 HORSHAM ROAD UNIT #3","AMBLER","PA",19002,(215) 643-6970
"PERFORMER'S CORNER","2606-C LINCOLN WAY","WHITE OAK","PA",15131,(412) 754-1007
"PERFORMING ARTS DANCE & SUPPLIES LLC","206 LAKE STREET","HAMBURG","NY",14075,(716) 649-5000
"PERRONE'S SHOE SERVICE","343 SOUTH MORRISON BLVD.","HAMMOND","LA",70403,(985) 345-5111
"PETIT AMI","15301 ANTIOCH STREET","PACIFIC PALISADE","CA",90272,(310) 459-0011
"PETIT FEET","270 CEDARBRIDGE AVE","LAKEWOOD","NJ",08701,(732) 534-4189
"PETIT GREEN BABY","1500 POLARIS PARKWAY #1214","COLUMBUS","OH",43240,(614) 840-0544
"PETTICOAT JUNCTION","14523 HWY 99 #1","LYNNWOOD","WA",98087,(425) 743-9513
"PETUNIA CHILDRENS WEAR","46-21 SKILLMAN AVE","SUNNYSIDE","NY",11104,(718) 729-3032
"PHYSIQUE BOUTIQUE DANCE & SPECIALTY FITNESS APPAREL","805 SOUTH  ATHERTON STREET #102","STATE  COLLEGE","PA","16801",(814) 234-3839
"PICCOLI PASSI","6401 JERICHO TPK","COMMACK","NY",11725,(631) 486-7722
"PICCOLINI","1440 SOUTH MAIN STREET STE 110","BLACKSBURG","VA",24060,
"PICNIC BROOKLYN","192 AMITY STREET","BROOKLYN","NY",11201,(516) 702-4078
"PIGGY TOES","2205 NORTH HALSTED","CHICAGO","IL",60614,(773) 281-5583
"PINK & BLUE AVENUE","4070 NELSON RD #900","LAKE CHARLES","LA",70605,(337) 477-6587
"PINK ON PALMER","1907 PALMER AVENUE","LARCHMONT","NY",10538,(914) 833-8955
"PINK SANDS RESORT","715 E. DILIDO DRIVE","MIAMI","FL",33139,(786) 318-7788
"PIROUETTE INC.","51 GREEN STREET","HUNTINGTON","NY",11743,(631) 271-1863
"PITTI BIMI","264 NORWOOD AVENUE","DEAL","NJ",07723,(732) 531-3676
"PLAID RABBIT","2164 BANDYWOOD DRIVE","NASHVILLE","TN",37215,(615) 298-2323
"PLEASE MOM","1022 WILLIS AVE","ALBERTSON","NY",11507,(516) 621-2450
"PLUM","130 EAST PROSPECT AVE","DANVILLE","CA",93526,
"POINTE DANCE BOUTIQUE","6900 WOODLAKE COMMONS LOOP","MIDLOTHIAN","VA",23112,(804) 639-4215
"POINTE SHOPPE, THE","1155 YELLOWSTONE, STE.E","POCATELLO","ID",83201,(208) 237-7300
"POINTES PLUS","306 W. MAIN ST.","COLLINSVILLE","IL",62234,(618) 345-7906
"POP FIZZ","1481  CANTON MARK ROAD STE E","JACKSON","MS",39211,(601) 977-1000
"POPPY","2098 BROADWAY","BOULDER","CO",80302,(303) 444-0927
"POPPY AND STELLA","728 S. BROADWAY","BALTIMORE","MD",21231,(410) 522-1970
"POPPY STORE","225 26TH STREET STE 48D","SANTA MONICA","CA",90402,(310) 260-0002
"PORTOBELLO ROAD","47 BOYLSTON STREET","CHESTNUT HILL","MA",02467,(617) 264-2020
"POSH","809 NW 11TH AVE","PORTLAND","OR",97209,(503) 478-7674
"POSH BABY CO","5955 PHELAN BLVD","BEAUMONT","TX",77706,(409) 225-5554
"POSH LITTLES","5019 S. WESTERN AVE, STE 180","SIOUX FALLS","SD",57108,(605) 271-2164
"POSH PETUNIA, THE","6356 ORIOLE DRIVE","DALLAS","TX",75209,(972) 403-1540
"PRECIOUS CARGO","2 WEST NORTHFIELD ROAD","LIVINGSTON","NJ",07039,(973) 994-4040
"PREMIER DANCE GEAR","7185 COLUMBIA GATEWAY DRIVE SUITE K","COLUMBIA","MD",21046,(410) 418-8804
"PREMIER DANCEWEAR","1225 OAKLEY AVE","BURLEY","ID","83318     ",(208) 678-3970
"PREMIER DANCEWEAR","2400 CATON FARM RD UNIT Q","CREST HILL","IL",60435,(815) 439-5567
"PRESCOTTS DANCEWEAR","252-A PLANTATION DRIVE","LAKE JACKSON","TX",77566,(979) 297-3009
"PRETTY PLEASE","500 GRAND BLVD STE 106K","SANDESTIN","FL",32550,(850) 650-5988
"PRIMA BODYWEAR","123 N. COLLEGE AVE OPERA GALLERIA, STE112","FORT COLLINS","CO",80524,(970) 484-2623
"PRIMA DANCE","4034 ORLANDO DRIVE","SANFORD","FL",32773,(407) 435-5847
"PRIMA DANCE & FORMAL BOUTIQUE","112 SOUTH MAIN STREET","SUMMERVILLE","SC",29483,(843) 832-6363
"PRIMA DANCE SHOP","20 ACOSTA STREET","STAMFORD","CT",06902,(203) 964-1211
"PRIMA DANCEWEAR","9705 FORT MEADE ROAD","LAUREL","MD","20707",(301) 490-6616
"PRIMA DANCEWEAR","5885 SANTA TERESA BLVD #111","SAN JOSE","CA",95123,(408) 227-2200
"PRIMADONNA'S","1825 N. MCFARLAND BLVD SUITE C","TUSCALOOSA","AL",35406,(205) 750-0815
"PRINCESS CIEL GROUP ADULTS","350 CENTER AVE","WESTWOOD","NJ",07675,(201) 664-4389
"PRONTO TRADES, LLC","3371 KNICKERBOCKER RD. #82","SAN ANGELO","TX",76904,(325) 450-1537
"PUMKIN AND BEAN","55 NORTH DEAN STREET","ENGLEWOOD","NJ",07631,(201) 503-9001
"PUMPKIN","333 BLEEKER STREET","NEW YORK","NY",10014,(212) 352-0109
"PUMPKINHEADS","11640 WEST SAN VICENTE BLVD #109","LOS ANGELES","CA",90049,(310) 207-6760
"PURPLE GOOSE","2005 MT VERNON AVENUE","ALEXANDRIA","VA",22301,(301) 300-6172
"PURPLE MANGO","2410 RICE BLVD","HOUSTON","TX",77005,(713) 529-9188
"PUT'N ON THE GLITZ","3701 WASHINGTON BLVD.","OGDEN","UT",84403,(801) 394-5489
"RAPUNZEL'S CLOSET","151 E 85TH STREET STE 12C","NEW YORK","NY",10028,(212) 633-2318
"RAZZLE DAZZLE DANCE WEAR","MAYCO SHOPPING CENTER 3440 WESTERN ST.","AMARILLO","TX",79109,(806) 351-0432
"RED BALLOON","1801 WESTCLIFF DRIVE","NEWPORT BEACH","CA",92660,(949) 631-3500
"RED SHOE, THE","810 NW 3RD STREET","BENTONVILLE","AR",72712,(479) 254-0334
"RED SHOES, THE","1018 MISSION ST. #1","S  PASADENA","CA",91030,(626) 799-8615
"RED WOLF","15 SPRING STREET","SARATOGA SPRINGS","NY",12866,
"REED'S","129-131 W MAIN STREET","TUPELO","MS",38804,(662) 842-6453
"REITER'S","450 MAIN STREET","BILLINGS","MT","59105",(406) 252-9341
"RENE","927 MADISON AVE","NEW YORK","NY",10021,(212) 879-8889
"REPEAT PERFORMANCE","5050 B NICHOLSON LANE","ROCKVILLE","MD",20852,(301) 881-0800
"REPERTOIRE DANCE SHOP","65 GARTH ROAD","SCARSDALE","NY",10583,(914) 722-2440
"REVOLVE CLOTHING.COM","16800 EDWARDS ROAD","CERRITOS","CA",90703,(888) 442-5830
"RICHLAND ACADEMY","75 NORTH WALNUT STREET","MANSFIELD","OH",44902,(419) 522-8224
"RIK RAK SALON","1428 BRICKELL AVE","MIAMI","FL",33131,(305) 371-7324
"RILEY'S","452 COURTHOUSE ROAD STE D","GULFPORT","MS",39507,(228) 594-0707
"ROBERT THOMAS ENTERPRISE INC","319 SOUTH 17TH STREET","AMES","IA","50010",(515) 292-4602
"ROBIN'S NEST","212 MAIN STREET WEST","HARTSELLE","AL",35640,(256) 773-2284
"ROCKY MOUNTAIN KIDS SHOES","2525 ARAPAHOE AVENUE #H12a","BOULDER","CO",80302,(303) 447-2267
"ROGAN'S SHOES, INC.","1750 OHIO STREET","RACINE","WI",53405,(262) 637-3613
"ROOM TO DREAM","12100-P N. MAY","OKLAHOMA CITY","OK",73120,(405) 858-2268
"ROSIN BOX, THE","2050 SANSOM ST.","PHILADELPHIA","PA",19103,(215) 569-9134
"ROUGE","51 WHITHERSPOON STREET","PRINCETON","NJ",08542,(609) 921-0280
"ROYAL FAMILY SHOES","6750 ROUTE 9 SOUTH","HOWELL","NJ",07731,(732) 961-2222
"RUBY'S GARDEN","5095 TELEGRAPH AVE STE C","OAKLAND","CA",94609,(510) 595-5325
"RUFFLES 'N BRITCHES","2561 CITIPLACE CT. #425","BATON ROUGE","LA",70808,(225) 924-0670
"RUTHERFORD PRODUCTS","181 FRISBEE HILL ROAD","HILTON","NY","14468",(585) 392-7707
"S BOUTIQUE","10830 SE 29TH","OKLAHOMA CITY","OK",73130,(405) 733-9797
"SADIE'S","189 MASSACHUETTS AVENUE","ARLINGTON","MA",02474,(781) 646-2515
"SALLE DE DANSE","1836 FLATBUSH AVE","BROOKLYN","NY",11210,(718) 649-2117
"SALUTATIONS","900 GRANITE DRIVE","PASADENA","CA",91101,(626) 577-7460
"SAN FRANCISCO DANCEWEAR","659 MISSION STREET","SAN FRANCISCO","CA",94105,(415) 882-7087
"SAN FRANCISCO DANCEWEAR","5933 COLLEGE AVE","OAKLAND","CA","94618",(510) 655-1306
"SANDBOX KIDS","118 TOWN CENTER EAST #D44","SANTA MARIA","CA",93454,(805) 922-9195
"SANDRA & ROY'S BOUTIQUE","199 NEW ROAD SUITE 26","LINWOOD","NJ",08221,(609) 926-7697
"SANDY'S DANCEWEAR TOO","3115 WEST PARKER RD. SUITE 190","PLANO","TX",75023,(214) 473-6600
"SANDY'S SHOES","2211 GUS THOMASSON","DALLAS","TX",75228,(214) 321-1764
"SARA SUE'S DANCEWEAR","1445 EAST MAIN","CUSHING","OK",74023,(918) 225-1344
"SARATOGA DANCE ETC","55 CHURCH STREET","SARATOGA SPRINGS","NY",12866,(518) 584-8690
"SARIT SHOES","4806 13TH AVENUE","BROOKLYN","NY",11219,(718) 437-2748
"SASSANOVA BALTIMORE","805 ALICEANNA STREET","BALTIMORE","MD",21202,(410) 244-1114
"SASSANOVA BETHESDA","7134 BETHESDA LANE","BETHESDA","MD",20814,(301) 654-7403
"SASSANOVA GEORGETOWN","1641 WISCONSIN AVENUE NW","WASHINGTON","DC",20007,(202) 471-4400
"SATURDAYS CHILD","2529 MISSION STREET","SAN MARINO","CA",91108,(626) 441-8888
"SAVVY INC.","1803 E AUGUSTA STREET","GREENVILLE","SC",29605,(864) 370-9898
"SCHLESINGER","774 BEDFORD","BROOKLYN","NY",11205,(718) 797-4200
"SCOTT JONES DANCE BOUTIQUE","6565 FT. CAROLINE RD.","JACKSONVILLE","FL",32211,(904) 744-7055
"SCOTT'S SPORTING GOODS","1407 20TH ST.","VERO BEACH","FL",32960,(772) 778-0661
"SECOND STORY DANCE BOUTIQUE","307 B EAST REDWOOD AVE","FORT BRAGG","CA",95437,(707) 964-2731
"SECRET GARDEN","180  BON AIR SHOPPING CENTER","GREENBRAE","CA",94904,(415) 464-9294
"SEQUINS & SWEATS","750 HARRY L. DRIVE","JOHNSON CITY","NY",13790,(607) 343-4653
"SERENITY BOUTIQUE","736 WASHINGTON AVE","HOBOKEN","NJ",07030,(201) 706-8082
"SHAPE SHOP","8214 GLADES ROAD","BOCA RATON","FL",33434,(561) 482-7009
"SHAPES DANCE & AEROBIC WEAR","5482 CHAMBLEE DUNWOODY ROAD","DUNWOODY","GA",30338,(770) 396-1078
"SHARI RARICK DANCEWEAR BOUTIQU","1400 W. COLUMBIA","BATTLE CREEK","MI",49015,(269) 963-0669
"SHE","110 CROSSROAD BLVD","CARMEL","CA",93923,(831) 626-4686
"SHE BOUTIQUE","483 CENTRAL AVENUE","HIGHLAND PARK","IL",60035,(773) 880-8061
"SHE SHE","73199 EL PASEO #H, STE C-1308","PALM DESERT","CA",92260,(760) 779-0417
"SHE SHE SHOES","130 N SANTA CRUZ","LOS GATOS","CA",95030,(408) 354-3355
"SHOE BIZ","1422 HAIGHT STREET","SAN FRANCISCO","CA",94117,(415) 861-0313
"SHOE CHOO TRAIN, THE","212 WEST BENDER","HOBBS","NM",88240,(575) 392-8993
"SHOE CLUB","2606 BROADWAY","NEW YORK","NY",10025,(212) 222-8818
"SHOE GALLERY","401 CLIFTON AVENUE","LAKEWOOD","NJ",08701,(732) 901-7722
"SHOE GARDEN","157 LEE AVENUE #A","BROOKLYN","NY",11211,(718) 599-4769
"SHOE METRO","8960 CARROLL WAY STE 200","SAN DIEGO","CA",92121,(858) 547-7545
"SHOE PARLOUR","851 7TH AVENUE","NEW YORK","NY",10019,(212) 582-0039
"SHOE SHOP & DANCE","4833 WEST 119TH ST,","OVERLAND PARK","KS",66209,(913) 469-1986
"SHOE ZOO","3146 HENNEPIN AVE S","MINNEAPOLIS","MN",55408,(612) 823-3988
"SHOE-INN","48 NORTH DEAN STREET","ENGLEWOOD","NJ",07651,(201) 568-2900
"SHOES AT PARK","5723 18TH AVENUE","BROOKLYN","NY",11204,(718) 236-3626
"SHOES N' MORE","168 IRVING AVENUE, SUITE 100","PORT CHESTER","NY",10573,(914) 937-5046
"SHOES UNLIMITED","4236 TELEGRAPH RD.","MEHLVILLE","MO",63129,(314) 892-3200
"SHOETIQUE","605 EAST COUNTY LINE ROAD","LAKEWOOD,","NJ",08701,(732) 961-1425
"SHOP AT VCB, THE","21 CARMICHAEL ST.","ESSEX","VT","05451     ",(802) 878-2941
"SHOP THE FAR OUT","4720 CENTER BLVD #2511","LONG ISLAND CITY","NY",11109,(631) 836-4253
"SHORE","465 RINGLING BLVD","SARASOTA","FL",34236,(941) 388-3535
"SHOW HOPPERS DANCE BOUTIQUE","9 PLEASANT STREET EXT","CONCORD","NH",03301,(603) 229-0205
"SHOWBIZ","10625 S. WESTERN","OKLAHOMA CITY","OK","73170     ",(405) 691-6707
"SHOWBIZ DANCEWEAR BOUTIQUE","4427 N.W. 63RD ST.","OKLAHOMA CITY","OK",73116,(405) 840-4406
"SHOWTIME DANCE & ACTIVEWEAR","746 SILVER BLUFF ROAD","AIKEN","SC",29803,(803) 644-9113
"SHREVEPORT GYMNASTIC SUPPLY","4727 LINE AVE","SHREVEPORT","LA","71106",(318) 869-1206
"SIENNA BROWN / LOOMWORKS","936 AVOCADO","NEWPORT BEACH","CA",92660,(949) 706-1071
"SIMI'S SOCKS & SHELLS","357 CEDARBRIDGE AVENUE","LAKEWOOD","NJ",08701,(732) 367-7625
"SIMPLY SOLES","3222 M STREET NW STE W23","WASHINGTON","DC",20007,(202) 232-0072
"SISTERS  DANCEWEAR","429 C ROUTE 25 A","SAINT JAMES","NY",11780,(631) 862-1306
"SKAGIT VALLEY DANCE SHOP","1522 JAYWAY","MT VERNON","WA",98273,(360) 424-6677
"SKANEATELES","2 WEST GENESEE STREET","SKANEATELES","NY",13152,(315) 685-1133
"SKATE SKINS/INFINITY","427 PARADISE ROAD","SWAMPSCOTT","MA",01907,(781) 599-8829
"SKIN TITE DANCEWEAR","26845 OAK AVE #3","SANTA CLARITA","CA",91351,(661) 298-5889
"SKYE BLUE & CHARLOTTE","799 RIVER ROAD","FAIRHAVEN","NJ",07701,(732) 345-8097
"SMALL CHANGE","1196 LEXINGTON AVE","NEW YORK","NY",10028,(212) 772-6455
"SMALL JOYS","11 COURT STREET","BEDFORD VILLAGE","NY",10506,
"SMOOCHIE BABY","110 BERRY STREET","BROOKLYN","NY",11211,(718) 384-3340
"SNAP KIDS","240 COUNTRY CLUB PARK","BIRMINGHAM","AL",35213,(205) 834-8038
"SNAPDRAGON BOUTIQUE","725 BAGLEY AVENUE SE","GRAND RAPIDS","MI",49506,(616) 855-1198
"SNEAKEROLOGY","420 WHEATLEY PLAZA","GREENVALE","NY",11548,(516) 484-0208
"SO CHILDISH","1947 30TH STREET","SAN DIEGO","CA",92102,(619) 238-0800
"SOCK BASKET","182 EAST MAIN STREET","SPARTANBURG","SC","29306",(864) 585-0195
"SOCK BASKET, THE","2433 LAURENS RD.","GREENVILLE","SC",29607,(864) 676-0635
"SOCK EXCHANGE","4513 13TH AVENUE","BROOKLYN","NY",11219,(718) 633-1371
"SOCK SHOPPE","27 ORCHARD STREET","MONSEY","NY",10952,(845) 356-2269
"SOEL BOUTIQUE","4801 N UNIVERSITY AVENUE STE 410","PROVO","UT",84604,(801) 426-9644
"SOHO BOUTIQUE","869 HAVENWOOD COURT","CRESCENT SPRINGS","KY",41017,(513) 321-6930
"SOLE","201 EAST BROAD STREET","WESTFIELD","NJ",07090,(908) 654-7800
"SOLEMATES","212 CORTE MADERA TOWN COURT","CORTE MADERA","CA",94925,(415) 924-0131
"SOLEUS","862 BUTTE STREET","REDDING","CA",96001,(530) 242-1234
"SOPHIE & SAM","3700 BLUEBIRD LANE","MIDLAND","TX",79707,(432) 699-5437
"SOULA LLC","203 WARREN STREET STE B","BROOKLYN","NY",11201,(718) 834-8423
"SOUTHEAST DANCE SHOP","5910-136 DURALEIGH ROAD","RALEIGH","NC",27612,(919) 787-0011
"SPACE KIDDETS","26 EAST 22ND STREET","NEW YORK","NY",10010,(212) 420-9878
"SPECIALTY DANCEWEAR","5775 JURUPA STREET","ONTARIO","CA","91761",(909) 730-2425
"SPELLS","3021 MEMORIAL PARKWAY SOUTH","HUNTSVILLE","AL","35801     ",(256) 881-4292
"SPELL'S","330 FRANKLIN ROAD SUITE 270-B","BRENTWOOD","TN","37027     ",(615) 376-4647
"SPELLS DANCE","2210 CRESTMOOR ROAD","NASHVILLE","TN",37215,(615) 292-4387
"SPORT HAUS, THE","19505 7TH AVE. N.E.","POULSBO","WA",98370,(360) 697-2311
"SPORTS 4 GIRLS, INC.","4045 S. DALE MABRY HWY","TAMPA","FL",33611,(813) 876-4475
"SPOTLIGHT DANCEWEAR","2325 SOUTH STEMMONS FRWY SUITE 502-B","LEWISVILLE","TX",75067,(972) 459-5556
"SPRING CREEK DANCEWEAR","419 EAST STUART","FT  COLLINS","CO",80525,(970) 482-3118
"STACY'S DANCE FACTORY","3 TOWANDA SERVICE ROAD","BLOOMINGTON","IL",61701,(309) 662-8840
"STAGE CENTER","477 MAIN STREET","MONROE","CT",06468,(203) 268-3161
"STAGE CENTER","908 N. MAIN","AKRON","OH",44310,(330) 535-7816
"STAGE PRESENTS","180 CARTHAGE ROAD","CARTHAGE","NC",28327,(910) 725-1306
"STAGE PRESENTS","227 W. PENNSYLVANIA AVE.","SOUTHERN PINES","NC","28387",(910) 725-1306
"STAGE RIGHT DANCEWEAR","3660 PACIFIC AVE S.E. SUITE B","OLYMPIA","WA",98501,(360) 438-9546
"STAGE TWO","308 LINCOLN CENTRE","STOCKTON","CA",95207,(209) 957-8463
"STANDING OVATION  PERFORMANCE APPAREL","725- D COLISEUM BLVD","FORT WAYNE","IN",46808,(260) 483-1633
"STAR BEAUTY & DANCE SUPPLY","502 WEST CALTON ROAD SUITE #304","LAREDO","TX",78041,(956) 725-7827
"STAR COSTUME","3230 S VALLEY VIEW BLVD SUITE 110","LAS VEGAS","NV",89102,(702) 731-5014
"STAR DANCER","474 EAST 49TH STREET","HIALEAH","FL",33013,(305) 769-0274
"STAR DANCEWEAR","9021 W. 151ST ST.","ORLAND PARK","IL",60462,(708) 873-0220
"STAR MAKER DESIGNS","1416 STATE ST.","BAY CITY","MI",48706,(989) 684-7827
"STAR SPANGLED CAROUSEL","462 MAIN STREET","ARMONK","NY",10504,(914) 273-9702
"STARBOUND DANCEWEAR ","4120 OLD TOWN ROAD","HUNTINGTOWN","MD","20639",(410) 257-6078
"STARDUST PERFORMANCEWEAR","1418 TOWN CENTER SUITE A20","BRUNSWICK","OH","44212",(330) 220-7827
"STARMAKER DISCOUNT DANCEWEAR","122 S. FRIENDSWOOD DRIVE","FRIENDSWOOD","TX",77546,(281) 992-2166
"STAYIN'ALIVE DANCEWEAR SHOP","715 MILL STREET","BRIDGEVILLE","PA",15017,(412) 257-6000
"STELLA","96 CHURCH STREET","BURLINGTON","VT",05401,(802) 864-2800
"STEP ' N STRETCH , INC","12957 RIDGEDALE DRIVE","MINNETONKA","MN","55305",(952) 591-1040
"STEP AHEAD","206 WEST NORTH ST.","LEESVILLE","LA",71446,(337) 238-9821
"STEP BY STEP","1001-A SOUTH CASHUA DRIVE","FLORENCE","SC",29501,(843) 662-3499
"STEP IN TIME","1305 BOARDMAN-CANFIELD ROAD","BOARDMAN","OH",44512,(330) 758-8468
"STEP IN TIME","25 ROUTE 101","EAST PATCHOGUE","NY",11772,(631) 289-7742
"STEP N STEP","626 KINGS HWY","BROOKLYN","NY",11223,(718) 375-2700
"STEPHANIE'S LITTLE LUXURIES","7040 E. INDIAN SCHOOL","SCOTTSDALE","AZ",85251,(602) 508-0848
"STEP'N STRETCH","7455 CURRELL BLVD #110","WOODBURY","MN","55125",(952) 892-0083
"STEP'N STRETCH INC.","13903 ALDRICH AVE","BURNSVILLE","MN","55337",(952) 882-8300
"STEP-N-UP/ RLMC, INC.","2615 S. KING STREET, SUITE 200","HONOLULU","HI",96826,(808) 941-7837
"STEPS OF FAITH DANCE CENTER","5698 SOUTH STREET HIGHWAY 19","ELKHART","TX",75839,(903) 723-0827
"STEVEN ALLEN","158 FRANKLIN STREET","NEW YORK","NY",10013,(212) 343-0352
"STORE AT TOWAMENCIN, THE","1758 ALLENTOWN ROAD","LANSDALE","PA",19446,(215) 855-5030
"STREET PROPHECY","1316 SARTORI AVENUE","TORRANCE","CA",90501,(310) 787-9565
"STRICTLY WORKOUT WEAR","28780 FRONT STREET UNIT B4","TEMECULA","CA",92590,(951) 693-0255
"STRICTLY WORKOUT WEAR ","401 WEST GRAND","ESCONDIDO","CA","92025",(760) 741-8355
"STUDIO ""5"" DANCEWEAR","146 MAIN STREET","WESTFIELD","MA",01085,(413) 562-0300
"STUDIO BOUTIQUE","28200 HWY 189 SUITE #S130","LAKE ARROWHEAD","CA","92352     ",(909) 336-9206
"STUDIO MODA","8619 NW 68TH STREET","MIAMI","FL",33166,(507) 269-8528
"STUDIO, THE","29350  NORTHWESTERN HIGHWAY","SOUTHFIELD","MI",48034,(248) 223-5998
"STYLE LEADER","3864 TYLER STREET","RIVERSIDE","CA",92503,(951) 687-4071
"STYLES IN MOTION","3500 CANYON RIDGE ARC","LAS CRUCES","NM",88011,(575) 521-3855
"STYLIZED APPAREL, LLC","1743 N GRAND VIEW DR","FARMINGTON","UT",84025,(801) 628-8889
"SUBURBAN SHOP, THE","5 WAVERLY PLACE","MADISON","NJ",07940,(973) 377-2115
"SUGAR & SPICE DANCEWEAR","730 S. MADISON STREET","WHITEVILLE","NC",28472,(910) 642-5737
"SUGAR BABIES","28465 OLD TOWN FRONT ST, #104","TEMECULA","CA",92590,(951) 699-2229
"SUGAR TOOLS","23 BAYVIEW STREET","CAMDEN","ME",04843,(917) 539-4773
"SUGARPLUM FAIRY, THE","8 EAST GRADY STREET","STATESBORO","GA",30458,(912) 764-7674
"SULLIVAN DANCE & BODYWEAR, INC","2020 CHERRY RD.","ROCK HILL","SC",29732,(803) 366-1760
"SUMMIT DANCEWEAR","2800 FERNBROOK LANE NORTH","PLYMOUTH","MN",55447,(763) 553-1870
"SUNBEAMS","10922 BELMONT DRIVE","SONORA","CA",95370,
"SUNCOAST ACADEMY OF DANCE","2330 CURLEW ROAD","PALM HARBOR","FL",34683,(727) 786-8111
"SUNNYSIDE DEPARTMENT STORE","3554 E. BUTLER AVE.","FRESNO","CA",93702,(559) 237-1505
"SUNSET KIDS","8671 W. SUNSET BLVD.","WEST HOLLYWOOD","CA",90069,(310) 659-4411
"SWEET CREAM PARLOR","1942 W 74TH AVENUE","PHILADELPHIA","PA",19138,(267) 261-1290
"SWEET DREAMS","1888 MAIN STREET","MADISON","MS",39110,(601) 856-2080
"SWEET PEA","2690 VIA DE LA VALLE","DEL MAR","CA",92014,(858) 481-0683
"SWEETIE FACE KIDS","3499 BLACK HAWK PLAZA CIRCLE","DANVILLE","CA",94506,(925) 648-0111
"SYLVESTER & CO","103 MAIN STREET","SAG HARBOR","NY",11963,(631) 725-5012
"TAH DAH, LTD.","515 E. MAIN STREET","STOUGHTON","WI",53589,(608) 873-0717
"TAKE A BOW","101 E CHESTNUT","ROGERS","AR",72756,(479) 936-8011
"TALENT FORUM","450 PETERSON","LIBERTYVILLE","IL",60048,(847) 816-1711
"TALULAH JONES","1122 EAST 17TH AVE","DENVER","CO",80218,(303) 832-1230
"TAMMY'S","101 MARLBORO AVE #59","EASTON","MD",21601,(410) 822-8090
"TANI","2020 BROADWAY","NEW YORK","NY",10023,(212) 721-3651
